Source IP,Destination IP,Source Port,Destination Port,Packet Count,Byte Count
72.14.213.103,192.168.3.131,80,57893,2,120
72.14.213.103,192.168.3.131,80,57894,2,120
72.14.213.103,192.168.3.131,80,57895,2,120
72.14.213.103,192.168.3.131,80,57896,2,120
72.14.213.103,192.168.3.131,80,57897,2,120
72.14.213.103,192.168.3.131,80,57898,2,120
72.14.213.103,192.168.3.131,80,57899,2,120
72.14.213.103,192.168.3.131,80,57900,2,120
72.14.213.103,192.168.3.131,80,57901,2,120
72.14.213.103,192.168.3.131,80,57902,2,120
72.14.213.105,192.168.3.131,443,57721,4,326
72.14.213.105,192.168.3.131,80,57838,2,120
72.14.213.120,192.168.3.131,443,52497,9,5025
72.14.213.132,192.168.3.131,443,52399,14,8130
72.14.213.132,192.168.3.131,443,52402,23,26437
72.14.213.138,192.168.3.131,80,57011,5,1616
72.14.213.138,192.168.3.131,80,58769,5,1030
72.14.213.138,192.168.3.131,80,58770,12,13261
72.14.213.147,192.168.3.131,443,52152,216,113354
72.14.213.147,192.168.3.131,80,57839,26,21818
72.14.213.147,192.168.3.131,80,57847,2,120
72.14.213.148,192.168.3.131,80,56424,24,31841
72.14.213.149,192.168.3.131,80,56421,4,2464
72.14.213.156,192.168.3.131,80,57071,2,120
72.14.213.156,192.168.3.131,80,57230,2,120
72.14.213.156,192.168.3.131,80,57231,2,120
72.14.213.167,192.168.3.131,80,57032,2,120
72.14.213.18,192.168.3.131,443,49673,88,11885
74.125.127.148,192.168.3.131,5480,57213,1,60
74.125.127.148,192.168.3.131,80,57213,1,60
74.217.50.10,192.168.3.131,80,57038,1,60
74.75.251.207,172.16.255.1,39109,50983,1,93
75.76.39.18,172.16.255.1,35877,50983,1,93
76.167.181.32,172.16.255.1,10848,50983,1,533
76.74.140.168,192.168.3.131,80,56327,5,815
76.74.140.168,192.168.3.131,80,56328,5,324
76.74.140.168,192.168.3.131,80,56499,4,1296
79.143.161.140,172.16.255.1,32575,50983,2,529
79.169.172.16,255.1.0.0,1,2048,1,42
79.169.172.16,255.1.0.26,1,2048,8,336
80.221.22.161,172.16.255.1,30425,50983,1,498
82.226.125.157,172.16.255.1,45834,50983,1,60
82.58.187.140,172.16.255.1,43187,50983,1,60
84.197.9.59,172.16.255.1,44808,50983,1,62
87.121.79.141,172.16.255.1,29347,50983,2,212
87.5.175.49,172.16.255.1,42341,50983,3,1188
87.64.66.227,172.16.255.1,31783,50983,2,528
88.198.13.111,172.16.255.1,21368,50983,2,528
88.203.161.148,172.16.255.1,13899,50983,1,61
89.34.75.134,172.16.255.1,23924,50983,2,121
91.103.140.2,10.0.2.15,5480,2545,8,2690
91.103.140.2,10.0.2.15,5480,2546,3,443
91.103.140.2,10.0.2.15,80,2545,8,2690
91.103.140.2,10.0.2.15,80,2546,3,443
92.224.118.42,172.16.255.1,50289,50983,1,60
92.255.161.104,172.16.255.1,43708,50983,2,121
93.181.202.185,172.16.255.1,30757,50983,1,150
94.248.101.181,172.16.255.1,38685,50983,1,62
94.41.86.170,172.16.255.1,9113,50983,1,607
95.139.1.252,172.16.255.1,13208,50983,2,210
95.160.236.51,172.16.255.1,32683,50983,1,61
95.68.58.110,172.16.255.1,17865,50983,1,60
95.86.252.198,172.16.255.1,6192,50983,2,669
96.17.8.49,10.0.2.15,5480,2547,12,8848
96.17.8.49,10.0.2.15,80,2547,12,8848
97.103.179.155,172.16.255.1,2151,50983,1,62
98.243.160.202,172.16.255.1,53755,50983,1,60
99.96.126.9,172.16.255.1,32178,50983,1,60
